City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
270,beyneu,76,KZ,1531510085,22,45.32,55.19,87.75,8.77
271,hokitika,88,NZ,1531510085,100,-42.72,170.96,47.16,8.43
272,norfolk,40,US,1531508340,61,36.85,-76.29,84.2,14.99
273,gisborne,0,NZ,1531510086,67,-38.66,178.02,38.88,7.09
274,batonyterenye,0,HU,1531510086,68,47.97,19.84,69.93,7.09
275,dunedin,56,NZ,1531509830,75,-45.87,170.5,27.54,3.96
276,shaunavon,0,CA,1531510086,33,49.65,-108.41,87.66,12.46
277,sao gabriel da cachoeira,40,BR,1531508400,74,-0.13,-67.09,84.2,4.7
278,fundao,0,BR,1531508400,73,-19.93,-40.4,75.2,9.17
279,solnechnyy,36,RU,1531510086,85,50.72,136.64,66.78,5.64
280,evensk,92,RU,1531510087,100,61.92,159.24,47.7,5.75
281,khandyga,92,RU,1531510087,78,62.65,135.58,65.61,2.39
282,puerto leguizamo,92,CO,1531510088,93,-0.19,-74.78,75.24,2.73
283,portland,40,US,1531507980,42,45.52,-122.67,82.4,9.17
284,port blair,92,IN,1531510088,97,11.67,92.75,83.25,23.87
285,novaya chigla,48,RU,1531510088,42,51.22,40.48,79.38,4.97
286,puerto baquerizo moreno,40,EC,1531508400,65,-0.9,-89.6,78.8,14.99
287,vao,48,EE,1531510089,74,59.1,26.19,69.75,4.74
288,christchurch,0,NZ,1531508400,92,-43.53,172.64,28.4,1.12
289,shakawe,0,BW,1531510089,39,-18.36,21.84,60.66,4.63
290,oparino,8,RU,1531510089,72,59.85,48.28,67.95,4.41
291,marsh harbour,64,BS,1531510089,100,26.54,-77.06,82.35,4.63
292,mount gambier,0,AU,1531509921,84,-37.83,140.78,34.74,5.41
293,kemi,0,FI,1531507800,56,65.74,24.56,71.6,4.7
294,alice springs,0,AU,1531508400,39,-23.7,133.88,28.4,5.82
295,jijiga,44,ET,1531510090,57,9.35,42.8,70.38,7.43
296,mandera,92,ET,1531510090,37,3.94,41.86,87.39,13.13
297,roura,24,GF,1531508400,66,4.73,-52.33,86.0,8.05
298,teguise,20,ES,1531508400,60,29.06,-13.56,73.4,18.34
299,cravo norte,48,CO,1531510090,100,6.3,-70.2,80.55,4.52
300,lavrentiya,36,RU,1531510091,96,65.58,-170.99,43.38,7.65
301,cockburn town,36,TC,1531510091,97,21.46,-71.14,82.8,15.03
302,hit,0,IQ,1531510091,15,33.64,42.83,90.36,6.98
303,meulaboh,76,ID,1531510091,100,4.14,96.13,78.66,4.41
304,semirom,0,IR,1531510091,28,31.41,51.57,58.41,3.96
305,les cayes,8,HT,1531510092,93,18.19,-73.75,83.7,17.49
306,flinders,0,AU,1531504800,75,-34.58,150.85,41.0,9.17
307,gornopravdinsk,0,RU,1531510092,49,60.06,69.92,68.31,8.55
308,yala,44,TH,1531510092,76,6.54,101.28,78.21,4.63
309,diamantino,0,BR,1531510092,43,-14.4,-56.44,89.19,4.18
310,ampanihy,0,MG,1531510092,48,-24.69,44.75,68.76,14.58
311,puerto escondido,0,MX,1531510093,100,15.86,-97.07,85.68,7.65
312,qasigiannguit,40,GL,1531507800,75,68.82,-51.19,42.8,5.82
313,iskateley,8,RU,1531510093,59,67.68,53.15,60.39,5.64
314,ketchikan,90,US,1531508160,59,55.34,-131.65,60.8,12.75
315,springbok,0,ZA,1531510093,69,-29.67,17.88,41.85,8.1
316,na klang,24,TH,1531510094,93,17.3,102.21,73.71,2.62
317,copiapo,0,CL,1531508400,55,-27.37,-70.33,62.6,6.93
318,bosaso,8,SO,1531510094,74,11.28,49.18,92.7,13.69
319,neryungri,92,RU,1531510094,98,56.66,124.71,55.26,3.18
320,high prairie,92,CA,1531510094,65,55.43,-116.48,63.45,5.41
321,eureka,90,US,1531508100,82,40.8,-124.16,62.6,6.93
322,choctaw,40,US,1531508100,52,35.5,-97.27,91.4,8.05
323,natal,0,BR,1531508400,58,-5.81,-35.21,82.4,17.22
324,ipixuna,40,BR,1531508400,70,-1.76,-48.8,86.0,6.93
325,buraydah,0,SA,1531508400,17,26.33,43.97,104.0,2.24
326,mattru,92,SL,1531510095,100,7.62,-11.83,74.88,5.08
327,sisimiut,8,GL,1531510096,57,66.94,-53.67,53.01,1.72
328,hueyotlipan,20,MX,1531507500,35,19.47,-98.35,73.4,8.05
329,baykit,80,RU,1531510096,93,61.68,96.39,56.34,5.64
330,cabo san lucas,40,MX,1531507800,52,22.89,-109.91,93.2,10.29
331,matara,75,PE,1531508400,61,-13.74,-72.9,46.4,2.39
332,siteki,0,SZ,1531508400,63,-26.45,31.95,60.8,3.36
333,anshun,24,CN,1531509842,90,26.25,105.93,69.3,8.55
334,charleston,40,US,1531508040,52,38.35,-81.63,89.6,5.82
335,rurrenabaque,0,BO,1531508400,66,-14.44,-67.53,86.0,2.73
336,namibe,12,AO,1531510097,98,-15.19,12.15,69.75,12.24
337,burnie,0,AU,1531510098,100,-41.05,145.91,49.5,11.45
338,hauterive,0,FR,1531508400,42,46.09,3.45,80.6,3.36
339,fort nelson,90,CA,1531508400,81,58.81,-122.69,50.0,8.05
340,banjar,12,ID,1531510098,93,-7.37,108.54,63.09,2.39
341,atyrau,0,KZ,1531508400,28,47.1,51.92,84.2,8.95
342,banepa,75,NP,1531507800,88,27.63,85.52,73.4,5.82
343,challans,0,FR,1531508400,44,46.85,-1.88,78.8,3.36
344,banjarmasin,0,ID,1531506600,94,-3.32,114.59,73.4,2.24
345,casper,1,US,1531507980,39,42.87,-106.31,84.2,3.36
346,arraial do cabo,0,BR,1531508400,69,-22.97,-42.02,75.2,11.41
347,alofi,75,NU,1531508400,83,-19.06,-169.92,73.4,9.17
348,aswan,0,EG,1531510100,23,24.09,32.9,89.37,8.43
349,santa fe,0,AR,1531509940,59,-31.62,-60.7,68.22,11.12
350,guiratinga,8,BR,1531510100,27,-16.35,-53.76,91.8,5.19
351,vengerovo,64,RU,1531510101,50,55.68,76.74,75.24,12.68
352,mananjary,0,MG,1531510101,58,-19.16,46.8,54.18,7.54
353,russell,0,AR,1531508400,37,-33.01,-68.8,68.0,6.93
354,ulcinj,0,ME,1531508400,65,41.93,19.22,78.8,9.17
355,ulaangom,92,MN,1531510101,56,49.98,92.07,58.14,1.16
356,scarborough,36,GB,1531507800,63,54.28,-0.41,71.6,6.93
357,palmer,0,AU,1531508400,70,-34.85,139.16,44.6,9.17
358,seryshevo,12,RU,1531510102,87,51.09,128.38,62.28,9.66
359,esperance,75,TT,1531508400,88,10.24,-61.45,80.6,5.82
360,torrington,1,US,1531507980,54,42.06,-104.18,80.6,5.82
361,mikun,68,RU,1531510103,53,62.35,50.08,73.44,7.54
362,luderitz,0,NA,1531510103,68,-26.65,15.16,57.33,23.31
363,nome,40,US,1531508100,59,30.04,-94.42,91.4,5.82
364,san quintin,90,PH,1531504800,100,17.54,120.52,77.0,2.17
365,pangoa,56,PE,1531510103,71,-12.12,-73.0,74.34,2.73
366,alihe,0,CN,1531510104,78,50.57,123.73,58.95,4.63
367,swellendam,12,ZA,1531508400,76,-34.02,20.44,51.8,6.93
368,aykhal,76,RU,1531510104,63,65.95,111.51,49.68,3.62
369,virginia beach,75,US,1531509300,57,36.85,-75.98,84.2,11.41
370,buala,92,SB,1531510104,95,-8.15,159.59,80.55,7.09
371,coquimbo,40,CL,1531508400,87,-29.95,-71.34,53.6,10.29
372,mobaye,12,CF,1531510105,90,4.33,21.18,72.45,2.95
373,sept-iles,20,CA,1531508400,59,50.2,-66.38,64.4,10.29
374,marsa matruh,20,EG,1531504800,83,31.35,27.25,78.8,14.99
375,katete,76,UG,1531510105,64,-0.78,29.75,69.75,0.6
376,margate,75,AU,1531508400,93,-43.03,147.26,44.6,6.93
377,rawson,80,AR,1531510106,46,-43.3,-65.11,56.7,4.52
378,segezha,76,RU,1531510106,49,63.74,34.31,70.2,3.62
379,great yarmouth,20,GB,1531507800,77,52.61,1.73,62.6,9.17
380,hong gai,76,VN,1531510106,90,20.96,107.09,81.45,5.64
381,guerrero negro,20,MX,1531510106,58,27.97,-114.04,79.65,8.99
382,bagdarin,92,RU,1531510106,80,54.44,113.59,54.27,3.96
383,kiruna,8,SE,1531507800,67,67.86,20.23,60.8,11.41
384,matay,0,EG,1531510107,36,28.42,30.79,87.66,7.76
385,rio bravo,20,GT,1531508400,52,14.4,-91.32,91.4,6.93
386,simao,20,CN,1531510107,92,22.76,100.79,66.69,1.95
387,chapais,90,CA,1531508400,93,49.78,-74.86,62.6,10.29
388,sarakhs,0,TM,1531508400,25,36.54,61.16,86.0,11.41
389,miles city,1,US,1531507980,49,46.41,-105.84,89.6,8.05
390,atar,88,MR,1531510079,11,20.52,-13.05,109.44,10.56
391,havre-saint-pierre,1,CA,1531508400,52,50.23,-63.6,69.8,8.05
392,portmore,40,JM,1531508400,70,17.97,-76.87,89.6,26.4
393,grindavik,75,IS,1531508400,100,63.84,-22.43,50.0,4.7
394,ancud,92,CL,1531510108,99,-41.87,-73.83,51.21,4.41
395,indian head,0,CA,1531510109,43,50.53,-103.67,84.6,10.67
396,luwuk,12,ID,1531510109,99,-0.95,122.79,74.16,5.53
397,natalio,0,PY,1531510109,60,-26.76,-55.14,72.18,2.95
398,carutapera,48,BR,1531510109,83,-1.2,-46.02,83.25,10.56
399,aasiaat,76,GL,1531510109,97,68.71,-52.87,42.84,3.51
400,rudnichnyy,68,RU,1531510109,97,59.7,60.29,63.54,3.62
401,black river,20,JM,1531508400,66,18.03,-77.85,89.6,19.46
402,praya,0,ID,1531508400,94,-8.71,116.27,68.0,3.36
403,yulara,0,AU,1531508400,37,-25.24,130.99,33.8,6.93
404,mendi,48,ET,1531510110,92,9.8,35.1,63.63,2.39
405,asyut,0,EG,1531504800,37,27.18,31.19,86.0,6.93
406,fairbanks,1,US,1531508280,45,64.84,-147.72,69.8,6.93
407,nkpor,12,NG,1531510111,97,6.15,6.84,73.17,7.43
408,hwange,24,ZW,1531510111,46,-18.35,26.5,61.2,6.76
409,marzuq,100,YE,1531510111,16,14.4,46.47,89.1,6.64
410,bonavista,68,CA,1531510111,85,48.65,-53.11,55.08,4.52
411,los llanos de aridane,20,ES,1531508400,69,28.66,-17.92,73.4,11.41
412,kiunga,92,PG,1531510111,99,-6.12,141.3,74.16,2.39
413,nhulunbuy,56,AU,1531508400,94,-12.18,136.78,69.8,5.82
414,hithadhoo,92,MV,1531510112,100,-0.6,73.08,83.79,12.46
415,wageningen,32,NL,1531508100,56,51.98,5.66,75.2,9.17
416,melo,36,UY,1531510112,78,-32.37,-54.17,64.35,9.55
417,ilhabela,12,BR,1531510112,100,-23.78,-45.36,67.5,3.06
418,cedar city,1,US,1531507980,37,37.68,-113.06,82.4,6.93
419,netanya,75,IL,1531507800,74,32.33,34.86,82.4,8.05
420,brae,8,GB,1531507800,58,60.4,-1.35,59.0,11.41
421,jacareacanga,90,BR,1531508400,94,-6.22,-57.76,75.2,5.82
422,isangel,68,VU,1531510113,99,-19.55,169.27,74.88,8.99
423,iralaya,40,HN,1531508400,70,15.0,-83.23,86.0,11.41
424,perevolotskiy,0,RU,1531510113,43,51.88,54.19,76.14,7.65
425,port keats,0,AU,1531510113,92,-14.25,129.55,59.85,8.43
426,kitimat,40,CA,1531508400,45,54.02,-128.69,62.6,2.24
427,teya,90,MX,1531507680,52,21.05,-89.07,91.4,6.93
428,chimbote,0,PE,1531510114,87,-9.08,-78.59,67.41,6.64
429,taitung,32,TW,1531510114,100,22.76,121.15,74.43,6.98
430,sao joao da barra,20,BR,1531508400,64,-21.64,-41.05,75.2,11.41
431,torbay,75,CA,1531508400,67,47.66,-52.73,57.2,6.93
432,auki,8,NG,1531510115,77,12.18,6.51,80.55,3.74
433,boat of garten,20,GB,1531507800,82,57.25,-3.76,68.0,3.36
434,vostok,92,RU,1531510115,96,46.45,135.83,64.98,2.06
435,novichikha,0,RU,1531510115,81,52.2,81.39,65.16,2.17
436,watsa,44,CD,1531510115,97,3.04,29.53,65.7,2.39
437,khuzhir,0,RU,1531510116,83,53.19,107.35,54.99,4.74
438,soubre,76,CI,1531510116,95,5.79,-6.61,75.51,4.41
439,puerto carreno,40,CO,1531508400,55,6.19,-67.49,87.8,3.36
440,kungurtug,0,RU,1531510116,79,50.6,97.53,41.58,2.17
441,sembakung,64,ID,1531510116,100,3.82,117.25,75.06,2.39
442,marivan,0,IR,1531510063,41,35.52,46.18,75.69,1.95
443,pag,0,HR,1531508400,83,44.45,15.06,75.2,2.24
444,biak,12,ID,1531510117,99,-0.91,122.88,74.16,5.53
445,muisne,92,EC,1531510117,82,0.61,-80.02,77.94,6.76
446,victoria,75,BN,1531508400,94,5.28,115.24,77.0,1.12
447,batemans bay,0,AU,1531510118,99,-35.71,150.18,47.16,8.77
448,guanica,5,PR,1531507800,58,17.97,-66.91,87.8,16.11
449,tahe,76,CN,1531510118,85,52.34,124.71,60.93,4.52
450,perigueux,0,FR,1531508400,57,45.18,0.72,78.8,3.4
451,juneau,20,US,1531508160,63,58.3,-134.42,62.6,9.17
452,antalaha,88,MG,1531510119,85,-14.9,50.28,71.28,12.12
453,stutterheim,90,ZA,1531504800,76,-32.57,27.43,53.6,11.41
454,florianopolis,0,BR,1531508400,52,-27.6,-48.55,64.4,6.93
455,touros,44,BR,1531510119,91,-5.2,-35.46,77.85,16.6
456,tashkent,0,UZ,1531508400,39,41.31,69.28,80.6,9.17
457,riyadh,20,SA,1531508400,9,24.63,46.72,96.8,4.7
458,glenn heights,40,US,1531508100,41,32.55,-96.86,96.8,8.05
459,necochea,88,AR,1531510120,73,-38.55,-58.74,56.88,6.64
460,fare,92,PF,1531510120,100,-16.7,-151.02,78.48,16.82
461,jega,0,NG,1531510120,76,12.22,4.38,86.4,3.06
462,kichera,8,RU,1531510120,87,55.93,110.1,53.01,3.96
463,tecoanapa,40,MX,1531507740,62,16.99,-99.26,89.6,6.93
464,mayo,75,CA,1531508400,52,63.59,-135.9,64.4,4.7
465,malyye derbety,48,RU,1531510121,35,47.95,44.68,86.4,11.45
466,pagudpud,90,PH,1531504800,100,18.56,120.79,77.0,4.74
467,bandarbeyla,0,SO,1531510121,78,9.49,50.81,81.54,34.38
468,qaqortoq,5,GL,1531507800,54,60.72,-46.03,57.2,9.17
469,ca mau,92,VN,1531510060,96,9.18,105.15,79.65,7.43
470,namasuba,12,UG,1531510122,82,0.69,32.42,65.88,6.42
471,axim,88,GH,1531510122,100,4.87,-2.24,76.32,12.46
472,singaraja,20,ID,1531506600,73,-8.11,115.08,77.0,13.87
473,tokur,8,RU,1531510122,95,53.13,132.9,61.65,3.06
474,dryden,20,CA,1531508400,42,49.79,-92.84,82.4,9.17
475,mbanza-ngungu,0,CD,1531510123,76,-5.25,14.87,72.36,5.53
476,padang,88,ID,1531510123,100,-0.92,100.36,81.9,6.98
477,tignere,68,CM,1531510123,99,7.37,12.65,64.17,1.95
478,araouane,88,ML,1531510123,13,18.9,-3.53,107.91,3.96
479,cercal,0,PT,1531510123,57,37.8,-8.67,73.8,9.66
480,tupik,92,RU,1531510124,100,54.43,119.94,54.63,2.95
481,pop,0,UZ,1531508400,34,40.87,71.1,80.6,6.93
482,vernon,1,CA,1531508400,22,50.27,-119.27,86.0,10.29
483,la asuncion,75,EC,1531508400,48,-1.64,-78.74,66.2,28.86
484,roald,75,NO,1531507800,93,62.58,6.12,57.2,3.36
485,susehri,0,TR,1531510125,73,40.16,38.09,62.73,2.06
486,lochmaben,80,GB,1531504200,77,55.13,-3.44,64.4,8.05
487,coruripe,88,BR,1531510125,99,-10.12,-36.18,76.5,12.57
488,fukue,40,JP,1531506600,83,35.03,136.69,78.8,2.24
489,havoysund,75,NO,1531507800,87,71.0,24.66,48.2,10.29
490,anna paulowna,90,NL,1531508100,67,52.86,4.83,66.2,9.17
491,emmett,1,US,1531509300,19,43.87,-116.5,91.4,6.93
492,mantenopolis,0,BR,1531510126,52,-18.86,-41.12,78.03,4.63
493,san jose,92,PH,1531510127,100,15.79,120.99,71.37,1.39
494,lata,36,IN,1531510127,100,30.78,78.62,60.03,1.72
495,tessalit,20,ML,1531510127,9,20.2,1.01,106.56,5.75
496,yangshan,68,CN,1531510128,98,31.68,103.77,57.69,0.72
497,muroto,24,JP,1531510128,100,33.37,134.14,75.33,3.74
498,tazovskiy,0,RU,1531510128,43,67.47,78.7,55.8,10.11
499,ayan,88,TR,1531510128,54,40.67,33.6,71.01,3.18
500,antigonish,1,CA,1531508400,52,45.62,-61.99,66.2,10.29
501,poum,20,MK,1531508400,56,41.28,20.71,71.6,1.12
502,sidi ali,24,DZ,1531510129,56,36.1,0.42,81.36,8.1
503,kondinskoye,0,RU,1531510129,54,59.65,67.41,70.29,9.55
504,kushiro,92,JP,1531510129,98,43.11,144.15,61.38,2.51
505,yerbogachen,12,RU,1531510129,86,61.28,108.01,56.25,2.39
506,grand-santi,0,GF,1531510129,39,4.27,-54.38,92.43,3.18
507,linhares,88,BR,1531510129,69,-19.38,-40.06,75.96,7.76
508,shepetivka,44,UA,1531510130,60,50.18,27.07,69.21,10.0
509,jumla,100,NP,1531509980,96,29.28,82.18,38.79,2.62
510,santiago del estero,0,AR,1531509948,43,-27.8,-64.26,72.09,6.98
511,tabuk,92,PH,1531510130,97,17.41,121.44,67.95,1.5
512,atasu,56,KZ,1531510130,82,48.68,71.64,64.71,8.21
513,aksu,0,KZ,1531508400,100,52.04,76.93,64.4,3.51
514,maumere,0,ID,1531510130,100,-8.63,122.22,77.04,12.46
515,bilma,0,NE,1531510131,14,18.69,12.92,92.52,2.51
516,kyenjojo,68,UG,1531510131,61,0.61,30.64,69.03,3.96
517,ixtapa,75,MX,1531507320,55,20.71,-105.21,87.8,4.7
518,sangar,64,RU,1531510131,51,63.92,127.47,59.58,5.97
519,remedios,75,CU,1531507800,55,22.5,-79.55,89.6,11.41
520,labuhan,0,ID,1531510132,98,-2.54,115.51,69.03,1.95
521,malanje,0,AO,1531510132,48,-9.54,16.35,65.25,4.52
522,nakamura,40,JP,1531506600,83,35.17,136.87,78.8,2.24
523,begowal,8,IN,1531510040,73,30.81,76.06,85.41,9.1
524,nishihara,75,JP,1531508160,69,35.74,139.53,80.6,4.7
525,derzhavinsk,20,KZ,1531510133,62,51.1,66.31,71.1,8.55
526,tual,80,ID,1531510133,100,-5.67,132.75,78.48,16.04
527,krasnyy chikoy,24,RU,1531510133,91,50.36,108.75,53.73,2.62
528,kidal,64,ML,1531510133,12,18.44,1.41,104.4,5.75
529,ugoofaaru,12,MV,1531510133,97,5.67,73.0,84.06,16.71
530,spirit river,75,CA,1531508400,63,55.78,-118.84,60.8,12.75
531,sao jose da coroa grande,44,BR,1531510134,80,-8.9,-35.15,77.31,11.23
532,waitati,56,NZ,1531510134,75,-45.75,170.57,27.54,3.96
533,dulce nombre de culmi,40,HN,1531508400,52,15.08,-85.56,87.8,11.41
534,flin flon,20,CA,1531508400,39,54.77,-101.88,82.4,9.17
535,townsville,0,AU,1531508400,93,-19.26,146.82,55.4,11.79
536,tura,48,IN,1531510135,89,25.52,90.21,79.11,4.41
537,bereda,20,ES,1531508400,73,43.27,-7.54,75.2,4.7
538,am timan,36,TD,1531510135,81,11.04,20.28,76.77,1.5
539,vila franca do campo,40,PT,1531508400,73,37.72,-25.43,71.6,12.75
540,paris,20,FR,1531508400,64,48.86,2.35,75.2,8.05
541,amahai,100,ID,1531510136,100,-3.31,129.0,77.94,4.41
